Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
1041,MonikaaRubin,🇩🇰+🇵🇱🇮🇷 🩺Læge✍🏼Debattør🧬Ph.d.stud #FPDR Synes #sundpol #dkpol er vigtigt så find mig i @SundFornuft_ samt Det Politiske Mødested SoMe for @Cochrane_ACE,Cph,895,974,3157,0,@ProfPHansen @jonasholmdk @StabellBenn @btdk @Sannebanan Jamen så lyder det jo som om vi umiddelbart er enige. De 🇩🇰 myndigheder har (endnu?) ikk anbefalet #coronadk #covid19dk vaccine af (små) børn og præcis derfor er debatten om den aldersgruppe meget relevant så vi alle ka blive klogere. Men du virker allerede til at vide det hele🤷🏻‍♀️,"['coronadk', 'covid19dk']",2021-08-11 19:14:36
1042,dkdoxtv,dkdox .tv leverer uafhængig journalistik og dokumentar programmer med udgangspunkt i aktuelle sager fra såvel Danmark som internationalt.,,0,126,94,0,"Anastasia Loupis taler på Råshuspladsen 
Vaccinationsforsøg uden informeret samtykke

#sundhedforalle #dkpol #covid19dk
https://t.co/nFAVKkTEWj","['sundhedforalle', 'dkpol', 'covid19dk']",2021-08-11 19:14:05
1043,ThomasHeie,Fængselsbetjent - FREM'er - Fotograf - FDFer,"København, Danmark",111,269,21567,0,Ja så mangler vi bare at fjerne mundbind i den offentlige transport. Så er vi ved at være der #dkpol #COVID19dk,"['dkpol', 'COVID19dk']",2021-08-11 19:13:41
1044,carven1302,Hvem vil ha' en borgerlig stemme.,Aarhus,177,20,686,0,@jyllandsposten Tsk tsk. Der er ingen der giver en døjt for restriktioner. Befolkningen er videre. Regeringen skal finde tilbage til virkeligheden. #dkpol #COVID19dk,"['dkpol', 'COVID19dk']",2021-08-11 19:13:16
1045,Sklander89,"Fan af de danske mestre. Paneldeltager i Sydsidens Stemme. Alt jeg siger op til en time efter et nederlag, tæller ikke!!","Vestegnen, Født i Nakskov",1788,1720,79794,0,"Dejligt at myndighederne endelig har fattet at nu hvor alle der vil, er vaccineret, så skal vi naturligvis ikke have restriktioner mere. 

Jeg vil skide på stigningen i indlagte. Folk ligger som de har redt 🤷 #covid19dk",['covid19dk'],2021-08-11 19:10:59
1046,UlrikNymanDK,"Lektor i Datalogi på Aalborg Universitet (@CompSciAAU). Tweeter på dansk på denne konto.
English tweets: @UlrikNyman
#dkpol","Aalborg, Nordjylland",1119,507,10266,4,"Dagens #covid19dk tal d. 11/8. Ingen dødsfald i dag, men 1.162 nye tilfælde af covid-19 blev fundet ved 61.643 PCR-tests, svarende til 18,9 ‰. 103 hospitalsindlagte, for første gang siden 11. juni over 100 og 35 nyindlagte. 12.401 aktive tilfælde. IHAD: 🔴🔴🔴💚 #cvdgdk https://t.co/aJex9cmNqq",['covid19dk'],2021-08-11 19:01:55
1047,SteffenSrensen5,,,839,612,4299,28,"Israels massevaccination: 
25% stigning i hjertestop og hjerteanfald i alderen 16-29. 
86.6% stigning i hjerteanfald i alderen 20-29. 
#dkpol #dkmedier #coronadk #covid19dk #sundpol #dksund @folketinget https://t.co/6ndX3j5dIs",[],2021-08-11 18:58:12
1048,fcandersen,,"Guldborgsund, Sjælland",117,25,208,2,Foreningens formål #SikreSkoler #BeskytBørneneModCovid19 #COVID19 #dkpol https://t.co/VEr4Hon6Xg,"['SikreSkoler', 'BeskytBørneneModCovid19', 'COVID19', 'dkpol']",2021-08-11 18:54:05
1049,Skuffet66,"REGERINGSKRITIKER !. MIT liv handler om MIG, og dem jeg elsker. Taler lige ud af posen. Hader politisk korrekthed. Virus er verdens skraldemand",Jylland,160,148,5854,0,"@karenordentoft @DanskeFor At rigtig mange bliver væk, indtil de faktisk er rigtig syge !. Så dem der dør MED covid19, kan sagtens have underliggende sygdomme, som var/er uopdaget, og måske den egentlige dødsårsag !.",[],2021-08-11 18:53:25
1050,fcandersen,,"Guldborgsund, Sjælland",117,25,208,14,"SVENSK PANDEMISTRATEGI I DANSKE SKOLER?
IKKE MED VORES BØRN! #BeskytBørneneModCovid19 #SikreSkoler #COVID19 #dkpol https://t.co/9sf63uJtGh","['BeskytBørneneModCovid19', 'SikreSkoler', 'COVID19', 'dkpol']",2021-08-11 18:52:29
1051,martinthage,"44years, married, 3 kids, +20years prof. sales experience",Denmark,583,93,3020,28,"Israels massevaccination: 
25% stigning i hjertestop og hjerteanfald i alderen 16-29. 
86.6% stigning i hjerteanfald i alderen 20-29. 
#dkpol #dkmedier #coronadk #covid19dk #sundpol #dksund @folketinget https://t.co/6ndX3j5dIs",[],2021-08-11 18:51:27
1052,KlausKblog,"Klaus K, journalist & sangskriver i Danser med Drenge. Skriver om frihed, livsstil, forbud & tvang: https://t.co/yLL8XKHHDv",København,511,2464,33254,28,"Israels massevaccination: 
25% stigning i hjertestop og hjerteanfald i alderen 16-29. 
86.6% stigning i hjerteanfald i alderen 20-29. 
#dkpol #dkmedier #coronadk #covid19dk #sundpol #dksund @folketinget https://t.co/6ndX3j5dIs",[],2021-08-11 18:48:21
1053,MihHeintzelmann,"Landechef, Danmark hos https://t.co/Nlgo5agcyS","Hørsholm, Danmark",99,5,217,18,Vi har opdateret de generelle smitteforebyggende anbefalinger. Blandt andet er anbefalingen om afstand mellem personer ændret. De nye anbefalinger er mulige på grund af den høje tilslutning til vaccinationerne mod COVID-19 https://t.co/jIa8JNMBwv #covid19dk https://t.co/Huxxm1kQFE,[],2021-08-11 18:44:56
1054,Trekant2,just looking around,Danmark,444,143,2217,15,"Det er klart, at vaccinerne fremmer selektion af ufølsomme varianter. Men det er vigtigt at de vaccinerede ikke gøres til syndebukke. - De ansvarlige er de inkompetente regeringer og sundhedsmyndigheder.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/abNvVV23k9",[],2021-08-11 18:40:21
1055,Skuffet66,"REGERINGSKRITIKER !. MIT liv handler om MIG, og dem jeg elsker. Taler lige ud af posen. Hader politisk korrekthed. Virus er verdens skraldemand",Jylland,160,148,5854,0,"@karenordentoft @DanskeFor Jeg ser personligt FREM TIL at der kommer evt restriktioner for ikke vaccineret, af indtil flere årsager....Der kan nemlig ikke påvises en pandemi !, og faktum er jo, at rigtig mange vaccineret IGEN får covid19 !, så hvorfor skulle jeg lade mig vaccinere ?",[],2021-08-11 18:37:35
1056,Skuffet66,"REGERINGSKRITIKER !. MIT liv handler om MIG, og dem jeg elsker. Taler lige ud af posen. Hader politisk korrekthed. Virus er verdens skraldemand",Jylland,160,148,5854,0,"@karenordentoft @DanskeFor infuenzavacciner, fordi nogle 1000énd dør om året af det !. Covid19 handler IKKE om sundhed...HVIS det gjorde, så ville man allerførst have testet folk for antistoffer FØR man evt. vaccinerede, på den måde kunne man også lave en evt. mere EFFEKTIV vaccine, eftersom antistoffer...",[],2021-08-11 18:31:38
1057,UffeMerrild,"Liberal blogger, tilhænger af den østrigske skole, den private ejendomsret og det frie marked. Følg med på min blog hvis du vil have liberal inspiration!",,105,766,3543,15,"Det er klart, at vaccinerne fremmer selektion af ufølsomme varianter. Men det er vigtigt at de vaccinerede ikke gøres til syndebukke. - De ansvarlige er de inkompetente regeringer og sundhedsmyndigheder.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/abNvVV23k9",[],2021-08-11 18:27:31
1058,UffeMerrild,"Liberal blogger, tilhænger af den østrigske skole, den private ejendomsret og det frie marked. Følg med på min blog hvis du vil have liberal inspiration!",,105,766,3543,3,"Hvis det stod til Liberal Alliances partileder Alex Vanopslagh, ville alle coronarestriktioner være væk i morgen. Det fortæller han i et interview med Indblik.

https://t.co/Z8TrMILLjv #dkpol #covid19dk #dkmedier",[],2021-08-11 18:26:14
1059,VidPeter,Formand for Danske Videnskabsjournalister. Pipper her for egen regning. Rådgiver og underviser i forskningskommunikation. Projektledelse og fundraising.,,909,1322,2140,0,Jeg går nu ind og registrerer mit 13-årige barn t #COVID19dk vaccination. Stoler på myndigheder og børnelæger ift at fordele opvejer ulemper også i den aldersgruppe. MEN for pokker. Jeg synes dybest set at den dosis hellere skulle skydes i en arm på den sydlige halvklode. 1/2,['COVID19dk'],2021-08-11 18:11:36
1060,monica_naja,"jew✡️🇪🇸//RT not endorsement// banner not my, source Unknown; contact me if you oppose my using). 🇲🇲 Hong Kong🇭🇰 Belarus🇧🇾 freeTibet. blessMustafaAsfour",Dinamarca,1568,231,16175,4,"Fordi man ikke SKAL holde afstand, betyder det ikke, at man ikke MÅ. Højeste antal smittede i 2 uger og højeste antal indlagte i 2 mdr. ifølge Radioavisen lige nu. Noget føles lidt off... #COVID19dk #backoff #spritaf",[],2021-08-11 18:05:59
1061,MirRou64,"Sarkastisk,håbefuld, filosoferende og indimellem realist - Interesse: Politik på flere niveauer, fronter men først og fremmest i nutid.  Hun/Hende She/Her",Syddanmark,1037,1503,343984,4,"Fordi man ikke SKAL holde afstand, betyder det ikke, at man ikke MÅ. Højeste antal smittede i 2 uger og højeste antal indlagte i 2 mdr. ifølge Radioavisen lige nu. Noget føles lidt off... #COVID19dk #backoff #spritaf",[],2021-08-11 18:05:43
1062,Hunrejen,"Hvis man er vild med et eller andet, der er mainstream, skal man bare vide, at der er noget endnu federe derude.
Master Fatman, 2019.",Langt ude,892,510,7699,4,"Fordi man ikke SKAL holde afstand, betyder det ikke, at man ikke MÅ. Højeste antal smittede i 2 uger og højeste antal indlagte i 2 mdr. ifølge Radioavisen lige nu. Noget føles lidt off... #COVID19dk #backoff #spritaf","['COVID19dk', 'backoff', 'spritaf']",2021-08-11 18:04:47
1063,HettingClaus,"""Three things remain not long hidden: The Sun, the Moon, and the Truth.""
Journalist, tech expert, engineer, aerospace grad.",Denmark,2249,2717,15616,28,"Israels massevaccination: 
25% stigning i hjertestop og hjerteanfald i alderen 16-29. 
86.6% stigning i hjerteanfald i alderen 20-29. 
#dkpol #dkmedier #coronadk #covid19dk #sundpol #dksund @folketinget https://t.co/6ndX3j5dIs",[],2021-08-11 17:59:14
1064,Sideshowjesper,,Fredericia,346,68,3561,0,"Hvem skulle da også tro at smitteopsporingen ved noget om hvad de selv mener.
Ring 3 gange og få 3 forskellige svar 🤦🤦🤦 #COVID19dk",['COVID19dk'],2021-08-11 17:59:11
1065,nbm_1981,IT Automation Consultant (MCAAA/MCSA/MCP). Likes logic. Father of 3. Against covid restrictions since June 2020. Private profile.,"København, Danmark",612,624,12429,28,"Israels massevaccination: 
25% stigning i hjertestop og hjerteanfald i alderen 16-29. 
86.6% stigning i hjerteanfald i alderen 20-29. 
#dkpol #dkmedier #coronadk #covid19dk #sundpol #dksund @folketinget https://t.co/6ndX3j5dIs","['dkpol', 'dkmedier', 'coronadk', 'covid19dk', 'sundpol', 'dksund']",2021-08-11 17:50:59
1066,ProfPHansen,"""Its easier to fool people than to convince them that they have been fooled."" -- Mark Twain (not an exact quote, but you might not believe me).",,231,1896,4364,0,"Forstår godt nogle forældre tøver med at vaccinere +12år børn mod #covid19 fordi der er læger der modsiger myndighederne.

Men i 🇺🇸 hvor mange børn bliver smittet har Delta-varianten sendt mange børn på hospitalet. Nu 179+161+98 i Florida+Texas+Californien
https://t.co/WdY0JGOPY3 https://t.co/X9DPHVFrXY",['covid19'],2021-08-11 17:36:38
1067,James46388277,,,7,1,114,4,"The #oxygen dissociation curve of #blood in #COVID19 (Böning, Kuebler, and Bloch) - new review in @AJPLung 

https://t.co/YYmNQw246F https://t.co/Zxtt1TJ6VJ","['oxygen', 'blood', 'COVID19']",2021-08-11 17:27:13
1068,gergenzola,,"København, Danmark",481,229,4997,0,"@FrkT1972 @NorsemanAnon Der er en rapport fra @SSI_dk her der viser antal døde, der er vaccinerede https://t.co/YRDuhkHhiT",[],2021-08-11 17:22:21
1069,sskaarup21,"Mangeårig underviser med skarpe meninger til tider,politisk lidt til venstre for midten.Stor FCK fan.Far til teenager med alt hvad det indebærer🤗",Ringsted ,156,54,4582,0,@kassemanden @LouiseElholm Du er da noget tonedøv hvis ikke du har noteret dig en masse højrefløjsbrok over @spolitik's indsats overfor Covid19.,[],2021-08-11 17:19:53
1070,apandersen,Yngre læge og kommende geriater fra Region Syddanmark. FTR for YL på Sygehus Sønderjylland.,Denmark,2829,1024,7628,2,"I de rige lande er der givet 104 vaccinedoser pr. 100 borgere, mens der i de fattige lande kun er givet 2. Skulle vi ikke fokuseret på at få distribueret vacciner til de fattige lande, før vi begynder på en 3. dosis?
https://t.co/oEx8da6UZE #covid19dk #sundpol #dksund","['covid19dk', 'sundpol', 'dksund']",2021-08-11 17:19:38
1071,ProfPHansen,"""Its easier to fool people than to convince them that they have been fooled."" -- Mark Twain (not an exact quote, but you might not believe me).",,231,1896,4364,0,"@jonasholmdk @StabellBenn @MonikaaRubin @btdk @Sannebanan F.eks. enig i: Vigtigere at 💉 ældre/sårbare i hele 🌍 end børn for at undgå mutationer

Men det betyder ikke at det er bedre for børnene at bliver smittet med covid19. Her stoler jeg på myndighederne.

Nu oppe på omkring 1000 covid19 indlagte børn i 🇺🇸https://t.co/kKd9w2XcJC https://t.co/bsacgJpZCd",[],2021-08-11 17:17:56
1072,SamirNus,"Respiratory Physician: #COPD, #PulmonaryFibrosis #fibroticILD #Sarcoidosis; Respiratory & #Exercise #Physiology 
   דר' סמיר נסייר",Israel,469,1244,2511,4,"The #oxygen dissociation curve of #blood in #COVID19 (Böning, Kuebler, and Bloch) - new review in @AJPLung 

https://t.co/YYmNQw246F https://t.co/Zxtt1TJ6VJ","['oxygen', 'blood', 'COVID19']",2021-08-11 17:15:47
1073,annefogel,.... MaGenta fArvEt caFé hAvRe DriKKer ridEr ud i dEt blÅ på eN HøJ Hest.....,"København, Danmark",90,110,4177,0,"@cygnss @politiken Du velkommen til at finde det uvæsentlig om det er 80% der er indlagt, syge med covid19 eller om de er indlagt pga hoftebrud med en positiv covid19.
Det giver en gennemsigtighed. Og troværdighed.",[],2021-08-11 17:06:52
1074,aagaard_aagaard,,,375,25,518,0,"@Heunicke Skru nu bissen på over for restanter, hænger*ve og anti-vaxx'ere, sundhedsminister! 
Pr. 4/8 er der set 162.988 Covid-indfektioner siden
vaccinationsstart d. 27/12-2020. Kun 10,8 % af dem var vaccineret 1. gang, og 0,12 % var vaccineret 2. gang. 
SSI: https://t.co/haTOSY5o9R",[],2021-08-11 16:52:55
1075,mabes_evans,"Film Maker 
Co-Founder @thevavengers
Committed to stopping Violence Against Women and Girls (VAWG)","England, United Kingdom",137,161,67,4,Jerusalem Syndrome https://t.co/YkzeIIWvy3 #Kickstarter #crowdfunding #crowdfund #narrativefilm #film #debut #shortfilm #filmproduction #themes #documentaries #covid19 #photographers #filmmaker #entertainment #filmrelease #newfilm #woman https://t.co/uq5U1EJ52z,"['Kickstarter', 'crowdfunding', 'crowdfund', 'narrativefilm', 'film', 'debut', 'shortfilm']",2021-08-11 16:51:32
1076,kent_olesen,Stor tilhænger af kritisk journalistik og fri presse. Radio24syv’er. ❤️ Stationschef for 3 betonværker i Østjylland.,Bjerringbro,135,81,1458,12,#dkmedier hvorfor skriver I ikke om sommerens overdødelighed i DK? Det er da god clickbait ellers. #covid19dk https://t.co/cef5mDdgpI,"['dkmedier', 'covid19dk']",2021-08-11 16:46:18
1077,Mortenrf,Tidl. La Liga Ekspert på BetXpert. Bilsyns inspektør - Og helt tosset med sport (BIF/LIVERPOOL),Danmark,748,99,2636,0,"I lungerne hos corona patienter. Så både lungebetændelse og blodpropper. Hun havde selv mistet sin far til corona, og var ikke i tvivl. Corona slår mennesker ihjel, hvis de ikke får den rigtige behandling - uanset alder. #COVID19dk",['COVID19dk'],2021-08-11 16:45:37
1078,CitizenWHY1,"UN Sustainable Development is NEW WORLD ORDER!!!!
#STOPNWO #STOPGOVHOAX #STOPPOLITIC #DKPOL #STOPCOVID19HOAX",EDEN,301,222,6455,6,"Stærk udmelding fra @AlexVanopslagh! 

https://t.co/pkbvRrGNoT #dkpol #covid19dk #dkmedier","['dkpol', 'covid19dk', 'dkmedier']",2021-08-11 16:23:47
1079,JohnnyHeinlein,"Get on https://t.co/ItATGfmdjA
https://t.co/cZ8gMEfmkU","Dragør, Danmark",1034,233,7692,1,"I 18 måneder har man fra observationer på Diamond Princess vidst at &lt;10% udvikler symptomer af en population bestående af overvejende ældre. - Hvorfor siger regering og sundhedsmyndigheder så at 100% kan blive syge?
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-11 16:22:21
1080,862c3b2bc15f420,,,29,5,10,18,Vi har opdateret de generelle smitteforebyggende anbefalinger. Blandt andet er anbefalingen om afstand mellem personer ændret. De nye anbefalinger er mulige på grund af den høje tilslutning til vaccinationerne mod COVID-19 https://t.co/jIa8JNMBwv #covid19dk https://t.co/Huxxm1kQFE,[],2021-08-11 16:19:30
1081,AJPLung,"American Journal of Physiology - Lung Cellular and Molecular Physiology.
Follow us also on Facebook: https://t.co/h5Bkzb5Nzy","Bethesda, Maryland",787,1549,2014,4,"The #oxygen dissociation curve of #blood in #COVID19 (Böning, Kuebler, and Bloch) - new review in @AJPLung 

https://t.co/YYmNQw246F https://t.co/Zxtt1TJ6VJ","['oxygen', 'blood', 'COVID19']",2021-08-11 16:13:32
1082,Rastrup,Journalist,Denmark,135,194,6195,0,"@Heunicke Hørt på mit fitnesscenter: ""Jeg fik et stik i går, for jeg var træt af at skulle testes hver 3 dag.""
Lad os endelig gøre dem trætte #covid19",['covid19'],2021-08-11 16:09:37
1083,Crowdfundingrev,Backers Info - crowdfunding consulting - kickstarter and indiegogo,,151,1040,9857,4,Jerusalem Syndrome https://t.co/YkzeIIWvy3 #Kickstarter #crowdfunding #crowdfund #narrativefilm #film #debut #shortfilm #filmproduction #themes #documentaries #covid19 #photographers #filmmaker #entertainment #filmrelease #newfilm #woman https://t.co/uq5U1EJ52z,"['Kickstarter', 'crowdfunding', 'crowdfund', 'narrativefilm', 'film', 'debut', 'shortfilm']",2021-08-11 16:06:55
1084,crowdfundingbck,"Kickstarter backers, Indiegogo backers, Crowdfunding Donators, Startup Investors etc.,",,56,498,5027,4,Jerusalem Syndrome https://t.co/YkzeIIWvy3 #Kickstarter #crowdfunding #crowdfund #narrativefilm #film #debut #shortfilm #filmproduction #themes #documentaries #covid19 #photographers #filmmaker #entertainment #filmrelease #newfilm #woman https://t.co/uq5U1EJ52z,"['Kickstarter', 'crowdfunding', 'crowdfund', 'narrativefilm', 'film', 'debut', 'shortfilm']",2021-08-11 16:06:51
1085,3dgamingstudio,,"Pennsylvania, USA",81,554,5070,4,Jerusalem Syndrome https://t.co/YkzeIIWvy3 #Kickstarter #crowdfunding #crowdfund #narrativefilm #film #debut #shortfilm #filmproduction #themes #documentaries #covid19 #photographers #filmmaker #entertainment #filmrelease #newfilm #woman https://t.co/uq5U1EJ52z,"['Kickstarter', 'crowdfunding', 'crowdfund', 'narrativefilm', 'film', 'debut', 'shortfilm']",2021-08-11 16:06:48
